Beer [beerMoving=RegularBeerMovingStrategy [posY=-48.0], beerScoring=BigBeerScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=2], beerSizing=BigBeerSizingStrategy [WIDTH=5, HEIGHT=15]]Player [playerName=null, gameScore=0, alcoholLevel=0, xMove=-3.5, getGameScore()=0, getAlcoholLevel()=0, getPosX()=613.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=292.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=456.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=295.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=452.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=297.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=449.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=300.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=445.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=302.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=442.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=305.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=438.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=307.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=435.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=310.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=431.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=312.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=428.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=315.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=424.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=317.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=421.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=320.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=417.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=322.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=414.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=325.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=410.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=327.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=407.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=330.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=403.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=332.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=400.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=335.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=396.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=337.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=393.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=340.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=389.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=342.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=386.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=345.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=382.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=347.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=379.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=350.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=375.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=352.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=372.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=355.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=368.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=357.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=365.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=360.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=361.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=362.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=358.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=365.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=354.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=367.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=351.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=370.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=347.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=372.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=344.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=375.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=340.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=377.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=337.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=380.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=333.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=382.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=330.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=385.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=326.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=387.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=323.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=390.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=319.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=392.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=316.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=395.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=312.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=397.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=309.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=400.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=305.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=402.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=302.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=405.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=298.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=407.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=295.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=410.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=291.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=412.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=288.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=415.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=284.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=417.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=281.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=420.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=277.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=422.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=274.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=425.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=270.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=427.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=267.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=430.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=263.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=432.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=260.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=435.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=256.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=437.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=253.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=440.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=249.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=442.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=246.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=445.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=242.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=447.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=239.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=450.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=235.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=452.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=232.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=455.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=228.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=457.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=225.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=460.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=221.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=462.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=218.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=465.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=214.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=467.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=211.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=470.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=207.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=472.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=204.0]
Beer [beerMoving=RegularBeerMovingStrategy [posY=475.0], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=200.5]
Beer [beerMoving=RegularBeerMovingStrategy [posY=477.5], beerScoring=SmallBeerScoringStrategy [GAMEPOINT=2, ALCOHOLPOINT=1], beerSizing=SmallBeerSizingStrategy [WIDTH=5, HEIGHT=10]]Player [playerName=null, gameScore=16, alcoholLevel=9, xMove=-3.5, getGameScore()=16, getAlcoholLevel()=9, getPosX()=197.0]
