Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=-379.6720391475913
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=245.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=247.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=250.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=252.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=255.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=257.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=260.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=262.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=265.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=267.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=270.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=272.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=275.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=277.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=280.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=282.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=285.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=287.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=290.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=292.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=295.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=297.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=300.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=302.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=305.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=307.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=310.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=312.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=315.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=317.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=320.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=322.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=325.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=327.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=330.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=332.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=335.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=337.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=340.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=342.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=345.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=347.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=350.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=352.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=355.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=357.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=360.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=362.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=365.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=367.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=370.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=372.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=375.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=377.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=380.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=382.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=385.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=387.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=390.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=392.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=395.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=397.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=400.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=402.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=405.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=407.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=410.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=412.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=415.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=417.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=420.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=422.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=425.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=427.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=430.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=432.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=435.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=437.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=440.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=442.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=445.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=447.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=450.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=452.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=455.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=457.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=460.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=462.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=465.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=467.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=470.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=472.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=475.3279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=552.7064280475497, getPosY()=477.8279608524087
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-374.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-371.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-369.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-366.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-364.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-361.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-359.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-356.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-354.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-351.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-349.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-346.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-344.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-341.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-339.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-336.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-334.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-331.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-329.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-326.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-324.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-321.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-319.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-316.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-314.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-311.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-309.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-306.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-304.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-301.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-299.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-296.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-294.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-291.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-289.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-286.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-284.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-281.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-279.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-276.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-274.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-271.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-269.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-266.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-264.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-261.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-259.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-256.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-254.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-251.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-249.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-246.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-244.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-241.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-239.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-236.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-234.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-231.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-229.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-226.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-224.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-221.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-219.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-216.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-214.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-211.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-209.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-206.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-204.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-201.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-199.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-196.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-194.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-191.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-189.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-186.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-184.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-181.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-179.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-176.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-174.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-171.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-169.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-166.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-164.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-161.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-159.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-156.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-154.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-151.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-149.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-146.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-144.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-141.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-139.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-136.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-134.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-131.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-129.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-126.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-124.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-121.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-119.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-116.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-114.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-111.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-109.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-106.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-104.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-101.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-99.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-96.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-94.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-91.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-89.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-86.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-84.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-81.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-79.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-76.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-74.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-71.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-69.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-66.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-64.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-61.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-59.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-56.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-54.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-51.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-49.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-46.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-44.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-41.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-39.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-36.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-34.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-31.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-29.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-26.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-24.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-21.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-19.24715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-16.74715421022904
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-14.247154210229041
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-11.747154210229041
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-9.247154210229041
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-6.747154210229041
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-4.247154210229041
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=-1.7471542102290414
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=0.7528457897709586
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=3.2528457897709586
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=5.752845789770959
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=8.252845789770959
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=10.752845789770959
Beer [getGamePoint()=0, getAlcoholPoint()=0, getPosX()=60.33913484097573, getPosY()=13.252845789770959
